"","city.name","species","diameter","height","climate"
"10283","Belfast","Fraxinus excelsior",72,27,"Cfb"
"10284","Belfast","Fagus sylvatica",91,27,"Cfb"
"10285","Belfast","Fagus sylvatica",97,22,"Cfb"
"10286","Belfast","Quercus robur",17,7,"Cfb"
"10287","Belfast","Quercus robur",17,7,"Cfb"
"10288","Belfast","Fagus sylvatica",91,24,"Cfb"
"10289","Belfast","Fagus sylvatica",102,21,"Cfb"
"10290","Belfast","Fraxinus excelsior",40,19,"Cfb"
"10291","Belfast","Fagus sylvatica",63,20,"Cfb"
"10292","Belfast","Quercus robur",44,15,"Cfb"
"10293","Belfast","Quercus robur",30,14,"Cfb"
"10294","Belfast","Fraxinus excelsior",19,13,"Cfb"
"10295","Belfast","Fraxinus excelsior",75,25,"Cfb"
"10296","Belfast","Quercus robur",27,13,"Cfb"
"10297","Belfast","Quercus robur",19,12,"Cfb"
"10298","Belfast","Quercus robur",18,2,"Cfb"
"10299","Belfast","Alnus glutinosa",96,14,"Cfb"
"10300","Belfast","Alnus glutinosa",38,12,"Cfb"
"10301","Belfast","Alnus glutinosa",70,14,"Cfb"
"10302","Belfast","Alnus glutinosa",52,14,"Cfb"
"10303","Belfast","Alnus glutinosa",45,14,"Cfb"
"10304","Belfast","Alnus glutinosa",49,14,"Cfb"
"10305","Belfast","Alnus glutinosa",46,14,"Cfb"
"10306","Belfast","Mixed broadleaf",12,9,"Cfb"
"10307","Belfast","Fraxinus excelsior",48,9,"Cfb"
"10308","Belfast","Fraxinus excelsior",48,9,"Cfb"
"10309","Belfast","Fraxinus excelsior",140,16,"Cfb"
"10310","Belfast","Fraxinus excelsior",45,15,"Cfb"
"10311","Belfast","Fraxinus excelsior",37,12,"Cfb"
"10312","Belfast","Fraxinus excelsior",180,16,"Cfb"
"10313","Belfast","Fraxinus excelsior",61,16,"Cfb"
"10314","Belfast","Fraxinus excelsior",110,16,"Cfb"
"10315","Belfast","Salix caprea",46,8,"Cfb"
"10316","Belfast","Crataegus monogyna",39,6,"Cfb"
"10317","Belfast","Fraxinus excelsior",36,12,"Cfb"
"10318","Belfast","Salix caprea",79,11,"Cfb"
"10319","Belfast","Alnus glutinosa",110,11,"Cfb"
"10320","Belfast","Quercus rubra",44,18,"Cfb"
"10321","Belfast","Quercus rubra",38,20,"Cfb"
"10322","Belfast","Quercus rubra",41,20,"Cfb"
"10323","Belfast","Abies grandis",36,26,"Cfb"
"10324","Belfast","Pinus sylvestris",77,25,"Cfb"
"10325","Belfast","Acer platanoides",36,19,"Cfb"
"10326","Belfast","Acer platanoides",40,19,"Cfb"
"10327","Belfast","Quercus rubra",36,21,"Cfb"
"10328","Belfast","Quercus robur",105,26,"Cfb"
"10329","Belfast","Quercus robur",90,26,"Cfb"
"10330","Belfast","Quercus robur",69,12,"Cfb"
"10331","Belfast","Pinus nigra",93,25,"Cfb"
"10332","Belfast","Acer pseudoplatanus",37,16,"Cfb"
"10333","Belfast","Acer platanoides 'Crimson King'",28,12,"Cfb"
"10334","Belfast","Liriodendron tulipifera",107,24,"Cfb"
"10335","Belfast","Quercus robur",27,9,"Cfb"
"10336","Belfast","Acer pseudoplatanus",106,12,"Cfb"
"10337","Belfast","Prunus 'Amanogawa'",51,8,"Cfb"
"10338","Belfast","Acer platanoides",63,17,"Cfb"
"10339","Belfast","Mixed broadleaf",15,6,"Cfb"
"10340","Belfast","Pinus sylvestris",66,27,"Cfb"
"10341","Belfast","Pinus sylvestris",45,26,"Cfb"
"10342","Belfast","Carpinus betulus",32,14,"Cfb"
"10343","Belfast","Abies procera",44,14,"Cfb"
"10344","Belfast","Abies procera",60,26,"Cfb"
"10345","Belfast","Pinus nigra",56,20,"Cfb"
"10346","Belfast","Pinus nigra",39,20,"Cfb"
"10347","Belfast","Pinus nigra",45,20,"Cfb"
"10348","Belfast","Pinus nigra",55,20,"Cfb"
"10349","Belfast","Abies procera",50,26,"Cfb"
"10350","Belfast","Abies procera",49,26,"Cfb"
"10351","Belfast","Pinus sylvestris",39,24,"Cfb"
"10352","Belfast","Abies procera",36,16,"Cfb"
"10353","Belfast","Abies procera",36,25,"Cfb"
"10354","Belfast","Abies procera",33,20,"Cfb"
"10355","Belfast","Abies procera",38,16,"Cfb"
"10356","Belfast","Fraxinus excelsior",26,8,"Cfb"
"10357","Belfast","Fraxinus excelsior",34,11,"Cfb"
"10358","Belfast","Fraxinus excelsior",30,11,"Cfb"
"10359","Belfast","Fraxinus excelsior",24,8,"Cfb"
"10360","Belfast","Fraxinus excelsior",16,7,"Cfb"
"10361","Belfast","Fraxinus excelsior",34,16,"Cfb"
"10362","Belfast","Carpinus betulus",18,9,"Cfb"
"10363","Belfast","Fraxinus excelsior",28,11,"Cfb"
"10364","Belfast","Prunus (type)",26,10,"Cfb"
"10365","Belfast","Acer (type)",24,9,"Cfb"
"10366","Belfast","Betula jacquemontii",23,11,"Cfb"
"10367","Belfast","Fraxinus excelsior",29,15,"Cfb"
"10368","Belfast","Fraxinus excelsior",31,15,"Cfb"
"10369","Belfast","Acer platanoides 'Columnare'",10,0,"Cfb"
"10370","Belfast","Tilla x europaea",44,0,"Cfb"
"10371","Belfast","Fraxinus excelsior",52,22,"Cfb"
"10372","Belfast","Fagus sylvatica",110,24,"Cfb"
"10373","Belfast","Quercus robur",65,22,"Cfb"
"10374","Belfast","Acer pseudoplatanus",30,13,"Cfb"
"10375","Belfast","Fraxinus excelsior",55,23,"Cfb"
"10376","Belfast","Fraxinus excelsior",24,12,"Cfb"
"10377","Belfast","Fraxinus excelsior",43,23,"Cfb"
"10378","Belfast","Fraxinus excelsior",23,10,"Cfb"
"10379","Belfast","Fagus sylvatica",15,7,"Cfb"
"10380","Belfast","Quercus robur",58,13,"Cfb"
"10381","Belfast","Quercus robur",39,12,"Cfb"
"10382","Belfast","Fagus sylvatica",19,9,"Cfb"
"10383","Belfast","Fagus sylvatica",15,8,"Cfb"
"10384","Belfast","Betula pubescens",16,11,"Cfb"
"10385","Belfast","Sambucus nigra",25,6,"Cfb"
"10386","Belfast","Quercus rubra",38,23,"Cfb"
"10387","Belfast","Quercus Spp",41,21,"Cfb"
"10388","Belfast","Fagus sylvatica",39,17,"Cfb"
"10389","Belfast","Abies grandis",47,27,"Cfb"
"10390","Belfast","Abies grandis",36,27,"Cfb"
"10391","Belfast","Abies grandis",36,27,"Cfb"
"10392","Belfast","Abies grandis",36,27,"Cfb"
"10393","Belfast","Abies grandis",36,27,"Cfb"
"10394","Belfast","Abies grandis",38,26,"Cfb"
"10395","Belfast","Tilla cordata",44,18,"Cfb"
"10396","Belfast","Tilla cordata",40,18,"Cfb"
"10397","Belfast","Tilla cordata",32,15,"Cfb"
"10398","Belfast","Tilla cordata",29,15,"Cfb"
"10399","Belfast","Tilla cordata",40,16,"Cfb"
"10400","Belfast","Tilla cordata",36,15,"Cfb"
"10401","Belfast","Tilla cordata",31,14,"Cfb"
"10402","Belfast","Tilla cordata",32,14,"Cfb"
"10403","Belfast","Abies procera",42,21,"Cfb"
"10404","Belfast","Sequoiadendron giganteum",54,25,"Cfb"
"10405","Belfast","Sequoiadendron giganteum",48,25,"Cfb"
"10406","Belfast","Sequoiadendron giganteum",51,25,"Cfb"
"10407","Belfast","Sequoiadendron giganteum",39,25,"Cfb"
"10408","Belfast","Sequoiadendron giganteum",55,27,"Cfb"
"10409","Belfast","Sequoiadendron giganteum",40,27,"Cfb"
"10410","Belfast","Sequoiadendron giganteum",44,26,"Cfb"
"10411","Belfast","Sequoiadendron giganteum",57,28,"Cfb"
"10412","Belfast","Sequoiadendron giganteum",64,27,"Cfb"
"10413","Belfast","Sequoiadendron giganteum",41,24,"Cfb"
"10414","Belfast","Pinus sylvestris",39,25,"Cfb"
"10415","Belfast","Pinus sylvestris",41,25,"Cfb"
"10416","Belfast","Acer platanoides",36,17,"Cfb"
"10417","Belfast","Platanus orientalis",35,15,"Cfb"
"10418","Belfast","Platanus orientalis",31,15,"Cfb"
"10419","Belfast","Prunus (type)",28,12,"Cfb"
"10420","Belfast","Prunus (type)",32,12,"Cfb"
"10421","Belfast","Prunus (type)",26,10,"Cfb"
"10422","Belfast","Prunus cerasifera 'Nigra'",63,9,"Cfb"
"10423","Belfast","Quercus robur",40,20,"Cfb"
"10424","Belfast","Quercus robur",49,22,"Cfb"
"10425","Belfast","Quercus robur",45,21,"Cfb"
"10426","Belfast","Quercus robur",46,14,"Cfb"
"10427","Belfast","Sequoiadendron giganteum",38,15,"Cfb"
"10428","Belfast","Sequoiadendron giganteum",49,28,"Cfb"
"10429","Belfast","Sequoiadendron giganteum",60,28,"Cfb"
"10430","Belfast","Acer platanoides",39,22,"Cfb"
"10431","Belfast","Fagus sylvatica",85,25,"Cfb"
"10432","Belfast","Aesculus hippocastanum",81,26,"Cfb"
"10433","Belfast","Acer pseudoplatanus",60,24,"Cfb"
"10434","Belfast","Fagus sylvatica",57,25,"Cfb"
"10435","Belfast","Fagus sylvatica",81,25,"Cfb"
"10436","Belfast","Fagus sylvatica",65,25,"Cfb"
"10437","Belfast","Fagus sylvatica",36,14,"Cfb"
"10438","Belfast","Pinus sylvestris",54,21,"Cfb"
"10439","Belfast","Pinus sylvestris",47,16,"Cfb"
"10440","Belfast","Pinus sylvestris",42,20,"Cfb"
"10441","Belfast","Carpinus betulus",33,13,"Cfb"
"10442","Belfast","Pinus sylvestris",53,22,"Cfb"
"10443","Belfast","Pinus sylvestris",43,19,"Cfb"
"10444","Belfast","Pinus sylvestris",38,22,"Cfb"
"10445","Belfast","Pinus sylvestris",49,19,"Cfb"
"10446","Belfast","Pinus sylvestris",44,22,"Cfb"
"10447","Belfast","Pinus sylvestris",56,22,"Cfb"
"10448","Belfast","Pinus sylvestris",57,22,"Cfb"
"10449","Belfast","Tilla x europaea",72,20,"Cfb"
"10450","Belfast","Tilla cordata",38,15,"Cfb"
"10451","Belfast","Tilla cordata",35,16,"Cfb"
"10452","Belfast","Tilla cordata",37,15,"Cfb"
"10453","Belfast","Tilla cordata",36,15,"Cfb"
"10454","Belfast","Tilla cordata",38,18,"Cfb"
"10455","Belfast","Tilla cordata",32,11,"Cfb"
"10456","Belfast","Tilla cordata",44,11,"Cfb"
"10457","Belfast","Tilla cordata",54,14,"Cfb"
"10458","Belfast","Tilla cordata",52,15,"Cfb"
"10459","Belfast","Acer pseudoplatanus",51,24,"Cfb"
"10460","Belfast","Acer pseudoplatanus",43,20,"Cfb"
"10461","Belfast","Acer pseudoplatanus",40,25,"Cfb"
"10462","Belfast","Fraxinus excelsior",38,23,"Cfb"
"10463","Belfast","Fraxinus excelsior",39,25,"Cfb"
"10464","Belfast","Fraxinus excelsior",70,20,"Cfb"
"10465","Belfast","Fraxinus excelsior",40,18,"Cfb"
"10466","Belfast","Tilla cordata 'Green Spire'",79,24,"Cfb"
"10467","Belfast","Fagus sylvatica",82,21,"Cfb"
"10468","Belfast","Fagus sylvatica",76,21,"Cfb"
"10469","Belfast","Acer pseudoplatanus",42,14,"Cfb"
"10470","Belfast","Aesculus hippocastanum",78,25,"Cfb"
"10471","Belfast","Quercus robur",91,26,"Cfb"
"10472","Belfast","Acer pseudoplatanus",48,24,"Cfb"
"10473","Belfast","Fraxinus excelsior",85,25,"Cfb"
"10474","Belfast","Acer pseudoplatanus",90,25,"Cfb"
"10475","Belfast","Acer pseudoplatanus",50,21,"Cfb"
"10476","Belfast","Acer pseudoplatanus",48,21,"Cfb"
"10477","Belfast","Tilla x europaea",95,25,"Cfb"
"10478","Belfast","Tilla x europaea",190,22,"Cfb"
"10479","Belfast","Tilla x europaea",90,25,"Cfb"
"10480","Belfast","Quercus robur",93,27,"Cfb"
"10481","Belfast","Betula pubescens",24,14,"Cfb"
"10482","Belfast","Alnus glutinosa",37,15,"Cfb"
"10483","Belfast","Alnus glutinosa",43,15,"Cfb"
"10484","Belfast","Alnus glutinosa",36,16,"Cfb"
"10485","Belfast","Prunus (type)",38,20,"Cfb"
"10486","Belfast","Betula pendula",38,20,"Cfb"
"10487","Belfast","Betula pendula",90,20,"Cfb"
"10488","Belfast","Prunus (type)",36,20,"Cfb"
"10489","Belfast","Acer pseudoplatanus",37,18,"Cfb"
"10490","Belfast","Fraxinus excelsior",51,16,"Cfb"
"10491","Belfast","Tilla x europaea",81,23,"Cfb"
"10492","Belfast","Tilla x europaea",76,18,"Cfb"
"10493","Belfast","Tilla x europaea",90,22,"Cfb"
"10494","Belfast","Tilla x europaea",68,20,"Cfb"
"10495","Belfast","Tilla x europaea",74,20,"Cfb"
"10496","Belfast","Tilla x europaea",69,20,"Cfb"
"10497","Belfast","Tilla x europaea",53,13,"Cfb"
"10498","Belfast","Tilla x europaea",62,14,"Cfb"
"10499","Belfast","Tilla x europaea",69,17,"Cfb"
"10500","Belfast","Tilla x europaea",59,17,"Cfb"
"10501","Belfast","Cedrus atlantica",70,22,"Cfb"
"10502","Belfast","Pinus sylvestris",44,14,"Cfb"
"10503","Belfast","Pinus sylvestris",45,15,"Cfb"
"10504","Belfast","Pinus sylvestris",61,26,"Cfb"
"10505","Belfast","Fagus sylvatica",73,21,"Cfb"
"10506","Belfast","Fagus sylvatica",75,6,"Cfb"
"10507","Belfast","Fagus sylvatica",-67,9,"Cfb"
"10508","Belfast","Pinus sylvestris",34,21,"Cfb"
"10509","Belfast","Pinus sylvestris",37,21,"Cfb"
"10510","Belfast","Pinus sylvestris",39,21,"Cfb"
"10511","Belfast","Pinus sylvestris",38,21,"Cfb"
"10512","Belfast","Pinus sylvestris",48,21,"Cfb"
"10513","Belfast","Aesculus hippocastanum",59,20,"Cfb"
"10514","Belfast","Pinus sylvestris",31,21,"Cfb"
"10515","Belfast","Pinus sylvestris",42,21,"Cfb"
"10516","Belfast","Pinus sylvestris",32,23,"Cfb"
"10517","Belfast","Pinus sylvestris",47,23,"Cfb"
"10518","Belfast","Pinus sylvestris",37,23,"Cfb"
"10519","Belfast","Pinus sylvestris",45,23,"Cfb"
"10520","Belfast","Quercus robur",51,25,"Cfb"
"10521","Belfast","Alnus glutinosa",150,12,"Cfb"
"10522","Belfast","Fagus sylvatica",76,20,"Cfb"
"10523","Belfast","Alnus glutinosa",110,14,"Cfb"
"10524","Belfast","Acer pseudoplatanus",75,20,"Cfb"
"10525","Belfast","Fagus sylvatica",93,26,"Cfb"
"10526","Belfast","Ulmus procera",30,9,"Cfb"
"10527","Belfast","Acer pseudoplatanus",64,18,"Cfb"
"10528","Belfast","Taxus baccata ""Fastigiata""",80,4,"Cfb"
"10529","Belfast","Acer pseudoplatanus",26,11,"Cfb"
"10530","Belfast","Acer pseudoplatanus",17,12,"Cfb"
"10531","Belfast","Acer pseudoplatanus",51,11,"Cfb"
"10532","Belfast","Pinus sylvestris",40,12,"Cfb"
"10533","Belfast","Crataegus monogyna",37,4,"Cfb"
"10534","Belfast","Acer pseudoplatanus",62,9,"Cfb"
"10535","Belfast","Acer pseudoplatanus",44,9,"Cfb"
"10536","Belfast","Fagus sylvatica",89,19,"Cfb"
"10537","Belfast","Pinus sylvestris",55,27,"Cfb"
"10538","Belfast","Pinus sylvestris",76,27,"Cfb"
"10539","Belfast","Pinus nigra",67,25,"Cfb"
"10540","Belfast","Pinus sylvestris",40,22,"Cfb"
"10541","Belfast","Acer platanoides",33,13,"Cfb"
"10542","Belfast","Fraxinus excelsior",110,15,"Cfb"
"10543","Belfast","Aesculus hippocastanum",31,9,"Cfb"
"10544","Belfast","Aesculus hippocastanum",31,9,"Cfb"
"10545","Belfast","Fraxinus excelsior",39,17,"Cfb"
"10546","Belfast","Fraxinus excelsior",44,17,"Cfb"
"10547","Belfast","Fagus sylvatica",25,9,"Cfb"
"10548","Belfast","Fagus sylvatica",29,9,"Cfb"
"10549","Belfast","Fagus sylvatica",28,9,"Cfb"
"10550","Belfast","Fagus sylvatica",24,9,"Cfb"
"10551","Belfast","Betula ermanii",18,8,"Cfb"
"10552","Belfast","Fagus sylvatica",21,9,"Cfb"
"10553","Belfast","Fagus sylvatica",30,9,"Cfb"
"10554","Belfast","Fagus sylvatica",35,9,"Cfb"
"10555","Belfast","Fraxinus excelsior",43,21,"Cfb"
"10556","Belfast","Fraxinus excelsior",48,20,"Cfb"
"10557","Belfast","Fraxinus excelsior",51,26,"Cfb"
"10558","Belfast","Quercus robur",69,25,"Cfb"
"10559","Belfast","Fraxinus excelsior",26,14,"Cfb"
"10560","Belfast","Crataegus monogyna",30,6,"Cfb"
"10561","Belfast","Crataegus monogyna",17,3,"Cfb"
"10562","Belfast","Fraxinus excelsior",44,15,"Cfb"
"10563","Belfast","Crataegus monogyna",25,3,"Cfb"
"10564","Belfast","Alnus glutinosa",70,11,"Cfb"
"10565","Belfast","Acer pseudoplatanus",95,14,"Cfb"
"10566","Belfast","Fraxinus excelsior",52,13,"Cfb"
"10567","Belfast","Fraxinus excelsior",40,17,"Cfb"
"10568","Belfast","Acer pseudoplatanus",55,14,"Cfb"
"10569","Belfast","Fraxinus excelsior",65,14,"Cfb"
"10570","Belfast","Fraxinus excelsior",85,14,"Cfb"
"10571","Belfast","Populus alba",32,16,"Cfb"
"10572","Belfast","Salix caprea",40,14,"Cfb"
"10573","Belfast","Abies grandis",48,27,"Cfb"
"10574","Belfast","Abies grandis",47,25,"Cfb"
"10575","Belfast","Abies grandis",47,26,"Cfb"
"10576","Belfast","Lodgepole Pine",57,23,"Cfb"
"10577","Belfast","Quercus robur",86,27,"Cfb"
"10578","Belfast","Sequoiadendron sempervirens",90,25,"Cfb"
"10579","Belfast","Larix decidua",40,20,"Cfb"
"10580","Belfast","Pinus nigra",70,27,"Cfb"
"10581","Belfast","Pinus sylvestris",57,18,"Cfb"
"10582","Belfast","Pinus sylvestris",29,14,"Cfb"
"10583","Belfast","Pinus sylvestris",39,18,"Cfb"
"10584","Belfast","Pinus sylvestris",48,18,"Cfb"
"10585","Belfast","Quercus robur",66,20,"Cfb"
"10586","Belfast","Quercus robur",64,20,"Cfb"
"10587","Belfast","Quercus robur",67,23,"Cfb"
"10588","Belfast","Quercus robur",62,22,"Cfb"
"10589","Belfast","Quercus robur",59,19,"Cfb"
"10590","Belfast","Aesculus hippocastanum",69,22,"Cfb"
"10591","Belfast","Prunus 'Amanogawa'",40,6,"Cfb"
"10592","Belfast","Acer pseudoplatanus",19,12,"Cfb"
"10593","Belfast","Prunus (type)",33,11,"Cfb"
"10594","Belfast","Prunus (type)",39,11,"Cfb"
"10595","Belfast","Prunus (type)",41,11,"Cfb"
"10596","Belfast","Prunus cerasifera 'Nigra'",36,9,"Cfb"
"10597","Belfast","Prunus cerasifera 'Nigra'",36,9,"Cfb"
"10598","Belfast","Betula pendula",43,19,"Cfb"
"10599","Belfast","Betula pendula",50,19,"Cfb"
"10600","Belfast","Populus tremula",40,18,"Cfb"
"10601","Belfast","Abies grandis",37,20,"Cfb"
"10602","Belfast","Acer cappadocicum",29,9,"Cfb"
"10603","Belfast","Fagus sylvatica",37,13,"Cfb"
"10604","Belfast","Fagus sylvatica",27,9,"Cfb"
"10605","Belfast","Fagus sylvatica",23,10,"Cfb"
"10606","Belfast","Acer cappadocicum",22,8,"Cfb"
"10607","Belfast","Acer cappadocicum",18,8,"Cfb"
"10608","Belfast","Acer cappadocicum",22,8,"Cfb"
"10609","Belfast","Acer cappadocicum",17,8,"Cfb"
"10610","Belfast","Acer cappadocicum",19,8,"Cfb"
"10611","Belfast","Acer cappadocicum",24,8,"Cfb"
"10612","Belfast","Alnus glutinosa",50,15,"Cfb"
"10613","Belfast","Alnus glutinosa",60,15,"Cfb"
"10614","Belfast","Alnus glutinosa",80,15,"Cfb"
"10615","Belfast","Alnus glutinosa",48,16,"Cfb"
"10616","Belfast","Alnus glutinosa",70,16,"Cfb"
"10617","Belfast","Alnus glutinosa",67,16,"Cfb"
"10618","Belfast","Alnus glutinosa",45,16,"Cfb"
"10619","Belfast","Salix caprea",40,12,"Cfb"
"10620","Belfast","Salix caprea",40,12,"Cfb"
"10621","Belfast","Salix caprea",41,12,"Cfb"
"10622","Belfast","Acer pseudoplatanus",63,16,"Cfb"
"10623","Belfast","Alnus glutinosa",65,15,"Cfb"
"10624","Belfast","Salix caprea",40,12,"Cfb"
"10625","Belfast","Salix caprea",40,12,"Cfb"
"10626","Belfast","Salix caprea",65,13,"Cfb"
"10627","Belfast","Salix caprea",55,12,"Cfb"
"10628","Belfast","Salix caprea",38,13,"Cfb"
"10629","Belfast","Salix caprea",36,13,"Cfb"
"10630","Belfast","Crataegus monogyna",23,5,"Cfb"
"10631","Belfast","Crataegus monogyna",25,9,"Cfb"
"10632","Belfast","Fraxinus excelsior",47,17,"Cfb"
"10633","Belfast","Fraxinus excelsior",33,15,"Cfb"
"10634","Belfast","Acer pseudoplatanus",48,16,"Cfb"
"10635","Belfast","Fraxinus excelsior",24,7,"Cfb"
"10636","Belfast","Crataegus monogyna",30,5,"Cfb"
"10637","Belfast","Crataegus monogyna",21,4,"Cfb"
"10638","Belfast","Abies grandis",46,26,"Cfb"
"10639","Belfast","Abies grandis",65,25,"Cfb"
"10640","Belfast","Abies grandis",39,24,"Cfb"
"10641","Belfast","Abies grandis",38,26,"Cfb"
"10642","Belfast","Abies grandis",44,26,"Cfb"
"10643","Belfast","Abies grandis",42,26,"Cfb"
"10644","Belfast","Abies grandis",48,26,"Cfb"
"10645","Belfast","Abies grandis",43,24,"Cfb"
"10646","Belfast","Abies grandis",58,24,"Cfb"
"10647","Belfast","Abies grandis",47,26,"Cfb"
"10648","Belfast","Abies grandis",39,24,"Cfb"
"10649","Belfast","Abies grandis",48,26,"Cfb"
"10650","Belfast","Abies grandis",46,25,"Cfb"
"10651","Belfast","Populus alba",40,29,"Cfb"
"10652","Belfast","Populus alba",39,29,"Cfb"
"10653","Belfast","Populus alba",40,29,"Cfb"
"10654","Belfast","Populus alba",44,29,"Cfb"
"10655","Belfast","Populus alba",47,29,"Cfb"
"10656","Belfast","Populus alba",40,29,"Cfb"
"10657","Belfast","Populus alba",39,29,"Cfb"
"10658","Belfast","Populus alba",42,29,"Cfb"
"10659","Belfast","Populus alba",39,29,"Cfb"
"10660","Belfast","Fraxinus excelsior",39,15,"Cfb"
"10661","Belfast","Fraxinus excelsior",43,15,"Cfb"
"10662","Belfast","Fraxinus excelsior",36,15,"Cfb"
"10663","Belfast","Carpinus betulus 'Fastigiata'",39,17,"Cfb"
"10664","Belfast","Carpinus betulus 'Fastigiata'",42,17,"Cfb"
"10665","Belfast","Cupressus (type)",68,26,"Cfb"
"10666","Belfast","Cupressus (type)",68,26,"Cfb"
"10667","Belfast","Acer pseudoplatanus",43,24,"Cfb"
"10668","Belfast","Acer pseudoplatanus",36,24,"Cfb"
"10669","Belfast","Acer pseudoplatanus",43,24,"Cfb"
"10670","Belfast","Abies grandis",70,25,"Cfb"
"10671","Belfast","Betula pendula",67,18,"Cfb"
"10672","Belfast","Cupressus (type)",47,24,"Cfb"
"10673","Belfast","Cupressus (type)",93,25,"Cfb"
"10674","Belfast","Cupressus (type)",50,25,"Cfb"
"10675","Belfast","Quercus robur",86,25,"Cfb"
"10676","Belfast","Cupressus (type)",58,25,"Cfb"
"10677","Belfast","Prunus cerasifera 'Nigra'",41,11,"Cfb"
"10678","Belfast","Betula pubescens",64,20,"Cfb"
"10679","Belfast","Sequoiadendron sempervirens",115,29,"Cfb"
"10680","Belfast","Prunus cerasifera 'Nigra'",36,9,"Cfb"
"10681","Belfast","Fagus sylvatica",63,16,"Cfb"
"10682","Belfast","Acer pseudoplatanus",37,19,"Cfb"
"10683","Belfast","Liriodendron tulipifera",118,15,"Cfb"
"10684","Belfast","Prunus cerasifera 'Nigra'",46,8,"Cfb"
"10685","Belfast","Prunus cerasifera 'Nigra'",40,10,"Cfb"
"10686","Belfast","Quercus robur",84,25,"Cfb"
"10687","Belfast","Taxus baccata ""Fastigiata""",65,9,"Cfb"
"10688","Belfast","Cupressus (type)",32,16,"Cfb"
"10689","Belfast","Quercus robur",59,23,"Cfb"
"10690","Belfast","Quercus robur",69,26,"Cfb"
"10691","Belfast","Quercus robur",77,26,"Cfb"
"10692","Belfast","Tilla cordata",85,17,"Cfb"
"10693","Belfast","Salix caprea",76,13,"Cfb"
"10694","Belfast","Aesculus hippocastanum",34,13,"Cfb"
"10695","Belfast","Aesculus hippocastanum",46,13,"Cfb"
"10696","Belfast","Pinus sylvestris",47,18,"Cfb"
"10697","Belfast","Pinus sylvestris",54,18,"Cfb"
"10698","Belfast","Tilla cordata",43,11,"Cfb"
"10699","Belfast","Tilla cordata",39,11,"Cfb"
"10700","Belfast","Tilla cordata",42,11,"Cfb"
"10701","Belfast","Tilla cordata",39,11,"Cfb"
"10702","Belfast","Tilla cordata",48,14,"Cfb"
"10703","Belfast","Tilla cordata",46,14,"Cfb"
"10704","Belfast","Tilla cordata",51,14,"Cfb"
"10705","Belfast","Tilla cordata",53,14,"Cfb"
"10706","Belfast","Tilla cordata",56,14,"Cfb"
"10707","Belfast","Tilla cordata",52,14,"Cfb"
"10708","Belfast","Tilla cordata",49,14,"Cfb"
"10709","Belfast","Tilla cordata",42,14,"Cfb"
"10710","Belfast","Quercus robur",16,3,"Cfb"
"10711","Belfast","Betula pubescens",24,12,"Cfb"
"10712","Belfast","Quercus robur",27,12,"Cfb"
"10713","Belfast","Quercus robur",26,9,"Cfb"
"10714","Belfast","Quercus robur",23,7,"Cfb"
"10715","Belfast","Prunus (type)",38,9,"Cfb"
"10716","Belfast","Quercus robur",30,3,"Cfb"
"10717","Belfast","Acer platanoides",26,10,"Cfb"
"10718","Belfast","Acer platanoides",27,10,"Cfb"
"10719","Belfast","Acer pseudoplatanus",32,10,"Cfb"
"10720","Belfast","Acer pseudoplatanus",33,10,"Cfb"
"10721","Belfast","Acer platanoides",27,11,"Cfb"
"10722","Belfast","Acer platanoides",25,11,"Cfb"
"10723","Belfast","Acer platanoides",23,11,"Cfb"
"10724","Belfast","Acer platanoides",24,11,"Cfb"
"10725","Belfast","Acer platanoides",25,11,"Cfb"
"10726","Belfast","Acer platanoides",23,11,"Cfb"
"10727","Belfast","Acer platanoides",20,11,"Cfb"
"10728","Belfast","Quercus robur",53,20,"Cfb"
"10729","Belfast","Acer pseudoplatanus",61,23,"Cfb"
"10730","Belfast","Acer platanoides",38,24,"Cfb"
"10731","Belfast","Fraxinus excelsior",49,14,"Cfb"
"10732","Belfast","Tilla cordata",90,23,"Cfb"
"10733","Belfast","Fraxinus excelsior",50,22,"Cfb"
"10734","Belfast","Fraxinus excelsior",63,25,"Cfb"
"10735","Belfast","Tilla x europaea",67,23,"Cfb"
"10736","Belfast","Acer pseudoplatanus",82,27,"Cfb"
"10737","Belfast","Fraxinus excelsior",80,27,"Cfb"
"10738","Belfast","Acer pseudoplatanus",73,20,"Cfb"
"10739","Belfast","Acer pseudoplatanus",83,27,"Cfb"
"10740","Belfast","Fraxinus excelsior",58,20,"Cfb"
"10741","Belfast","Fraxinus excelsior",50,20,"Cfb"
"10742","Belfast","Fraxinus excelsior",62,22,"Cfb"
"10743","Belfast","Fraxinus excelsior",130,21,"Cfb"
"10744","Belfast","Crataegus monogyna",72,13,"Cfb"
"10745","Belfast","Fraxinus excelsior",70,20,"Cfb"
"10746","Belfast","Fagus sylvatica",59,20,"Cfb"
"10747","Belfast","Fagus sylvatica",66,26,"Cfb"
"10748","Belfast","Acer pseudoplatanus",38,20,"Cfb"
"10749","Belfast","Quercus robur",119,27,"Cfb"
"10750","Belfast","Fraxinus excelsior",37,15,"Cfb"
"10751","Belfast","Quercus robur",89,27,"Cfb"
"10752","Belfast","Fagus sylvatica",40,14,"Cfb"
"10753","Belfast","Acer pseudoplatanus",53,25,"Cfb"
"10754","Belfast","Acer pseudoplatanus",40,22,"Cfb"
"10755","Belfast","Quercus robur",86,25,"Cfb"
